doc_name,stream,group,is_active,is_expired,is_rfc,is_replaced,is_withdrawn_submitter,is_withdrawn_ietf,rfc_num,revisions
name,became_rfc,expired,replaced,revisions
draft-treese-class-desc,False,True,False,0
draft-kent-sidr-suspenders,False,True,False,4
draft-alten-snmpv2-sec-encap,False,True,False,1
draft-cain-igmp,False,True,False,0
draft-kornegay-snmpv2-emf,False,True,False,0
draft-mahoney-snmpv2-features,False,True,False,0
draft-kzm-snmpv2-usec-conf-alt,False,True,False,0
draft-mahoney-snmpv2-proto-alt,False,True,False,0
draft-harrington-control-mib,False,True,False,0
draft-harrington-data-filter-mib,False,True,False,0
draft-goto-sinp,False,True,False,1
draft-blumenthal-snmpv2a-community,False,True,False,0
draft-zhu-core-groupauth,False,True,False,1
draft-barreira-wpkops-trustmodel,False,True,False,0
draft-gbaguidi-multimedia-mib,False,True,False,0
draft-zhu-apng-cc-encoding-v1,False,True,False,0
draft-crocker-cidrd-myth,False,True,False,0
draft-klatsky-dispatch-ipv6-impact-ipv4,False,True,False,3
draft-festor-ipfix-metering-process-location,False,True,False,2
draft-masum-chari-i2rs-netservices,False,True,False,0
draft-various-snmpv2-adminmib-syn,False,True,False,1
draft-various-snmpv2-adminv2C-syn,False,True,False,1
draft-various-snmpv2-adminv2-syn,False,True,False,1
draft-various-snmpv2-proto-syn,False,True,False,1
draft-various-snmpv2-sec-syn,False,True,False,1
draft-liu-opsarea-ipv6-renumbering-guidelines,False,True,False,0
draft-iyengar-minion-protocol,False,True,False,2
draft-jabley-dnsop-as112-dname,False,False,True,1
draft-myers-mime-md5,False,True,False,0
draft-rfced-info-pi-vs-pa-addrspac,False,True,False,0
draft-rfced-info-in-address,False,True,False,0
draft-rfced-exp-multicast-addr,False,True,False,0
draft-myers-smtp-mult,False,True,False,1
draft-kazu-pgp-mime,False,True,False,0
draft-eastlake-universal-payment,False,True,False,2
draft-rfvlb-behave-v6-content-for-v4-clients,False,True,False,1
draft-hicklin-binary-encoding,False,True,False,0
draft-nicol-mime-header-type,False,True,False,0
draft-petch-netconf-surprises,False,True,False,0
draft-rfced-info-corson,False,True,False,0
draft-hardie-vac-req,False,True,False,1
draft-benaloh-pct,False,True,False,0
draft-isoc-dns-role,False,True,False,0
draft-demailly-cd-header,False,True,False,0
draft-kille-presentationaddr,False,True,False,0
draft-musella-html-metatag,False,True,False,6
draft-palme-text-html,False,True,False,2
draft-ylonen-ssh-protocol,False,True,False,0
draft-akiya-bfd-seamless-sr,False,True,False,4
draft-akiya-bfd-seamless-ip,False,False,True,5
draft-pics-labels,False,True,False,0
draft-pics-services,False,True,False,0
draft-kornegay-snmpv2-secconv,False,True,False,0
draft-horikawa-mobile-nhrp,False,True,False,0
draft-marcinik-ipatm-auto-arp,False,True,False,0
draft-marcinik-ipatm-dist-atmarp,False,True,False,0
draft-schulter-ipv6atm-framework,False,True,False,1
draft-faltstrom-macmime2-v2,False,True,False,0
draft-faltstrom-macmime1-v2,False,True,False,1
draft-odell-code-of-conduct,False,True,False,2
draft-bormann-mmusic-semantics,False,True,False,0
draft-song-ipsecme-seq-icv,False,True,False,1
draft-hallam-micropayment,False,True,False,0
draft-desnoyers-stdguide,False,True,False,0
draft-johansson-sip-dual-stack,False,False,True,3
draft-simpson-dns-delegation,False,True,False,0
draft-mealling-oid-dns,False,True,False,0
draft-nielsen-pep-http,False,True,False,0
draft-rutkowski-dns-role,False,True,False,0
draft-kandlur-ipatm-mars-directvc,False,True,False,0
draft-woodward-encryption-module,False,True,False,3
draft-bonica-intarea-gre-mtu,False,False,True,6
draft-acee-rtg-yang-key-chain,False,False,True,9
draft-palme-text-html-issues,False,True,False,0
draft-simpson-esp-des1md5,False,True,False,1
draft-robinson-www-interface,False,True,False,1
draft-montenegro-tunneling,False,True,False,0
draft-nottingham-link-hint,False,True,False,2
draft-katsnelson-sddf-ip-cloud,False,True,False,0
draft-kaiser-if-sel,False,True,False,1
draft-ymbk-itld-admin,False,True,False,0
draft-bazyar-dns-locating-services,False,True,False,0
draft-nelson-model-mailext,False,True,False,0
draft-shore-nvo3-middleboxes,False,True,False,0
draft-boucadair-pcp-sip-ipv6,False,True,False,7
draft-rfced-info-hurn,False,True,False,0
draft-denninger-itld-admin,False,True,False,0
draft-elkins-v6ops-ipv6-packet-sequence-needed,False,True,False,1
draft-hollstein-queuelength-control,False,True,False,1
draft-hollstein-embedded-ldif,False,True,False,1
draft-yourtchenko-ipv6-disable-ipv4-proxyarp,False,True,False,0
draft-patel-mobileip-pppext,False,True,False,0
draft-zhu-avt-h263,False,True,False,0
draft-perkins-mobileip-bcastpref,False,True,False,0
draft-heinanen-pbe-svc,False,True,False,1
draft-ahl-ipv6-nbma,False,True,False,0
draft-bound-ipv6-ip-addr,False,True,False,0
draft-troan-dhc-dhcpv4osw,False,True,False,0
draft-keoh-dtls-profile-iot,False,True,False,0
draft-hopmann-html-email-packaging,False,True,False,0
draft-shand-ipv6-multi-homing,False,True,False,0
draft-housley-msp-mime,False,True,False,0
draft-krawczyk-intserv-l2-switch,False,True,False,0
draft-barton-gss-api-sec-party,False,True,False,0
draft-ohta-mcast-large-cloud,False,True,False,0
draft-okanoue-mobileip-ipsquared,False,True,False,0
draft-rogge-baccelli-olsrv2-ett-metric,False,False,True,4
draft-kyzivat-siprec-webconf-use-case,False,True,False,0
draft-bierman-rmon-atmrmon,False,True,False,0
draft-kzm-atm-accounting-mib,False,True,False,0
draft-williams-uls,False,True,False,0
draft-combined-sacm-information-model,False,True,False,0
draft-crawley-mcast-rout-over-atm,False,True,False,0
draft-partha-mobileip-mcastpref,False,True,False,0
draft-birman-ipatm-rsvpatm,False,True,False,0
draft-sarikaya-6lo-bootstrapping-solution,False,True,False,0
draft-perkins-mobileip-hierfa,False,True,False,0
draft-crawley-rsvp-over-atm,False,True,False,0
draft-hardaker-dnsop-csync,False,False,True,2
draft-onvural-srinivasan-rsvp-atm,False,True,False,0
draft-andrews-dns-hostnames,False,True,False,2
draft-eastlake-muse,False,True,False,5
draft-trommler-http-ext-groups,False,True,False,0
draft-baldwin-esp-rc5,False,True,False,0
draft-andrews-dns-ascii,False,True,False,1
draft-rfced-info-semeria,False,True,False,1
draft-jesske-ecrit-ecall-urn-extension,False,True,False,1
draft-caronni-esp-stream,False,True,False,1
draft-richardson-ipsec-aft,False,True,False,0
draft-bernstein-netstrings,False,True,False,5
draft-bernstein-mail-loops-war,False,True,False,5
draft-bernstein-pirp,False,True,False,5
draft-bernstein-nrudt,False,True,False,5
draft-bernstein-qsbmf,False,True,False,5
draft-bernstein-eplf,False,True,False,5
draft-bernstein-hcmssc,False,True,False,5
draft-son-ddma,False,True,False,0
draft-gidwani-ppp-callback-cp,False,True,False,0
draft-higgs-tld-cat,False,True,False,2
draft-hazewinkel-httpmib,False,True,False,0
draft-hazewinkel-ismib,False,True,False,0
draft-hazewinkel-rsmib,False,True,False,0
draft-simpson-ipsec-enhancement,False,True,False,1
draft-hollstein-embedded-ldif-c,False,True,False,1
draft-postel-iana-itld-admin,False,True,False,1
draft-brown-dcom-v1-spec,False,True,False,3
draft-vixie-ops-stdaddr,False,True,False,0
draft-fujikawa-ipsvc,False,True,False,0
draft-sirbu-kerb-ext,False,True,False,0
draft-benitez-winter-cultures,False,True,False,0
draft-vilajosana-6tsch-basic,False,True,False,1
draft-rfced-info-perkins,False,True,False,5
draft-suzuki-stfs-ctrl-load-svc,False,True,False,0
draft-manning-ip4.int-roe,False,True,False,0
draft-rfced-info-chu,False,True,False,0
draft-carpenter-metrics,False,True,False,0
draft-vixie-ipng-ipv4ptr,False,True,False,0
draft-kazu-jmsg-sign,False,True,False,0
draft-semeria-multicast-intro,False,True,False,0
draft-rfced-info-phan,False,True,False,0
draft-wouters-dane-otrfp,False,True,False,1
draft-vyncke-6man-mcast-not-efficient,False,True,False,1
draft-perkins-sum,False,True,False,0
draft-perkins-delegation-point,False,True,False,0
draft-perkins-opaque,False,True,False,4
draft-perkins-enum,False,True,False,0
draft-ohba-6tsch-security,False,True,False,1
draft-bound-anycast,False,True,False,0
draft-wing-pcp-third-party-authz,False,True,False,3
draft-singh-nvo3-nvgre-router-alert,False,True,False,0
draft-durand-alpes,False,True,False,0
draft-calhoun-radius-ext,False,True,False,0
draft-calhoun-enh-radius,False,True,False,0
draft-talpade-ion-multiplemcs,False,True,False,1
draft-nair-qos-based-routing,False,True,False,0
draft-ghanwani-istr,False,True,False,0
draft-newman-acap-imsp-lessons,False,True,False,2
draft-bellovin-piara-framework,False,True,False,0
draft-kemp-auth-pklogin,False,True,False,3
draft-bahreman-mapplet-spec,False,True,False,0
draft-calhoun-enh-radius-eap,False,True,False,0
draft-petrack-crtp,False,True,False,0
draft-mutz-http-attributes,False,True,False,1
draft-okanoue-mobileip-R+A,False,True,False,0
draft-hamilton-indexing,False,True,False,0
draft-kim-llrmp,False,True,False,0
draft-frommer-sec-transform,False,True,False,0
draft-berger-rsvp-over-atm,False,True,False,0
draft-li-piara-cost-model,False,True,False,0
draft-petrack-sisp,False,True,False,0
draft-girod-urn-res-require,False,True,False,0
draft-ahmed-csmimib-mib,False,True,False,0
draft-crowcroft-pricing-the-i,False,True,False,0
draft-zorn-yaap,False,True,False,1
draft-zhang-qos-ospf,False,True,False,1
draft-leach-cifs-v1-spec,False,True,False,1
draft-mellquist-web-sys,False,True,False,0
draft-maglione-sfc-nsh-radius,False,True,False,1
draft-quinn-nsc-problem-statement,False,False,True,3
draft-daigle-urnframework,False,True,False,0
draft-wouters-edns-tcp-chain-query,False,True,False,1
draft-armitage-ion-mars-scsp,False,True,False,6
draft-rutkowski-ietf-poised95-orgs,False,True,False,0
draft-spencer-swtp,False,True,False,0
draft-andrews-dns-more,False,True,False,1
draft-mangione-ipv6-gps-alt,False,True,False,0
draft-cochrane-frmib-dte,False,True,False,0
draft-calhoun-enh-radius-filter,False,True,False,0
draft-calhoun-enh-radius-res-mgmt,False,True,False,0
draft-almes-ippm-framework,False,False,True,0
draft-mityok-macbin1,False,True,False,1
draft-kerwinm-file-scheme,False,True,False,0
draft-harris-rtp-pro-av,False,True,False,0
draft-hanna-sstp,False,True,False,0
draft-richardson-fib-reduction,False,True,False,0
draft-richardson-database-resolve,False,True,False,0
draft-newman-macbin-binhex-harmful,False,True,False,0
draft-elkins-6man-ipv6-pdm-dest-option,False,True,False,9
draft-thayer-seccomp,False,True,False,4
draft-oleary-icap,False,True,False,4
draft-moore-maillist-req,False,True,False,1
draft-ferrell-prop-cal,False,True,False,0
draft-shakib-mime-prop,False,True,False,0
draft-robinson-tdr-html-onoff,False,True,False,0
draft-dijk-core-sleepy-reqs,False,True,False,0
draft-perkins-smi-clarification,False,True,False,0
draft-perkins-snmpv2-lex-spec,False,True,False,0
draft-martins-forums,False,True,False,4
draft-warwick-tokenring,False,True,False,2
draft-waters-reduce-isdn-costs,False,True,False,0
draft-calhoun-vtp-ext-l2,False,True,False,0
draft-morgan-ident-ext,False,True,False,4
draft-calhoun-vtp-protocol,False,True,False,0
draft-ruth-cdpd-networks,False,True,False,0
draft-warwick-tokenring-arch,False,True,False,2
draft-bernstein-owner-hack,False,True,False,4
draft-bernstein-qmtp,False,True,False,4
draft-chu-ip-cluster,False,True,False,0
draft-rfced-info-dixon,False,True,False,4
draft-yong-sarp,False,True,False,0
draft-mirashi-url-irc,False,True,False,1
draft-masek-itld-admin,False,True,False,0
draft-khare-jepi-uppflow,False,True,False,0
draft-rfced-info-molitor,False,True,False,0
draft-rfced-info-schultz,False,True,False,4
draft-rfced-exp-maginnis,False,True,False,3
draft-dunbar-nvo3-nva-gap-analysis,False,True,False,1
draft-wahl-know-mime,False,True,False,0
draft-duerst-ruby,False,True,False,4
draft-bonica-6man-frag-deprecate,False,True,False,2
draft-whitehead-http-distreq,False,True,False,0
draft-wall-acap-vsothers,False,True,False,0
draft-collier-brown-itld-exper,False,True,False,0
draft-doolan-tdp-spec,False,True,False,4
draft-dusse-mime-msg-spec,False,True,False,0
draft-kandlur-issll-rsvp-mars,False,True,False,0
draft-williams-issll-vcuse,False,True,False,0
draft-battle-instresmib,False,True,False,0
draft-dulaunoy-misp-galaxy-format,False,True,False,7
draft-pullen-lame,False,True,False,0
draft-yamamoto-wideipv6-comm-model,False,True,False,0
draft-davies-broker-model,False,True,False,0
draft-bolton-edimib,False,True,False,0
draft-grant-tacacs,False,True,False,2
draft-kessler-primer-v2,False,True,False,0
draft-smirnov-ion-earth,False,True,False,5
draft-barber-nntp-news,False,True,False,0
draft-balenson-secure-email,False,True,False,0
draft-hernacki-nntpsrch,False,True,False,0
draft-baker-flow-label,False,True,False,0
draft-davie-tag-switching-atm,False,True,False,4
draft-rfced-info-senie,False,True,False,0
draft-callaghan-webnfs-client,False,True,False,0
draft-callaghan-webnfs-server,False,True,False,0
draft-donelan-netmgt-guidelines,False,True,False,0
draft-rao-rtsp,False,True,False,0
draft-haskin-onishi-ipv6-mib,False,True,False,0
